Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
N82 Fistulae involving female genital tract,132126,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,234,213379,0.500881439800114,0.226784156272398,,,icd_first_occurrence-132126-both_sexes--
S41.1 Primary suture of skin of head or neck NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,310,394531,0.500938046224547,-0.193839806370884,,,categorical-41210-both_sexes-S411-
K41 Femoral hernia,131614,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,998,393843,0.501030806454954,0.108064676039069,,,icd_first_occurrence-131614-both_sexes--
"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",131370,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1272,393569,0.501310784817242,-0.0965301725046728,,,icd_first_occurrence-131370-both_sexes--
Z89.3 Forearm NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,362,394479,0.501495743588373,-0.178610287568488,,,categorical-41210-both_sexes-Z893-
Weighted-mean ISOVF in tract middle cerebellar peduncle,25720,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.501684937900282,-0.0250918087479785,,,continuous-25720-both_sexes--irnt
V55.1 One level of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4173,390668,0.501871714830515,0.0528600969790201,,,categorical-41210-both_sexes-V551-
Spinal laminectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3383,391400,0.502280389580769,0.0581523894350381,,,categorical-20004-both_sexes-1492-
G57 Mononeuropathies of lower limb,131076,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,3923,390918,0.502580094345987,-0.054360094519492,,,icd_first_occurrence-131076-both_sexes--
W31.9 Unspecified other autograft of bone,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,589,394252,0.502587772930082,-0.141038361010597,,,categorical-41210-both_sexes-W319-
N87 Dysplasia of cervix uteri,132136,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5912,207701,0.502891435716582,0.0448415879720006,,,icd_first_occurrence-132136-both_sexes--
L84.4 Combined operations on recurrent long saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,228,394613,0.503333728601709,0.226204949922561,,,categorical-41200-both_sexes-L844-
Eyelid surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,291,394492,0.503408647286091,0.19801601769536,,,categorical-20004-both_sexes-1591-
Salmeterol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1040,393743,0.50368520084988,0.105472054341639,,,categorical-20003-both_sexes-1140862144-
Infectious mononucleosis / glandular fever / epstein barr virus (ebv),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,494,394289,0.503842934916236,0.151212258760234,,,categorical-20002-both_sexes-1567-
V33.9 Unspecified primary excision of lumbar intervertebral disc,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,167,394674,0.503938616695551,-0.262211676112581,,,categorical-41200-both_sexes-V339-
Unilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2364,211224,0.504107683274797,-0.0711276130203696,,,categorical-20004-both_sexes-1356-
Mean L3 in sagittal stratum on FA skeleton (right),25326,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.504747491612591,-0.0256927279064538,,,continuous-25326-both_sexes--irnt
K63.1 Angiocardiography of combination of right and left side of heart,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1114,393727,0.504804310290512,0.101708197699493,,,categorical-41200-both_sexes-K631-
Mean OD in retrolenticular part of internal capsule on FA skeleton (right),25412,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.504971133251029,0.0261629181845199,,,continuous-25412-both_sexes--irnt
M18 Arthrosis of first carpometacarpal joint,131874,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1696,393145,0.505080415028787,-0.0817997623051297,,,icd_first_occurrence-131874-both_sexes--
H66 Suppurative and unspecified otitis media,131230,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,8119,386722,0.505767327251777,-0.0373846355822233,,,icd_first_occurrence-131230-both_sexes--
Mean ICVF in tapetum on FA skeleton (right),25390,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.506003822092975,0.0251617421660094,,,continuous-25390-both_sexes--irnt
R22.2 Low vacuum delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,436,213177,0.506507194918318,0.162759120729421,,,categorical-41200-both_sexes-R222-
K82 Other diseases of gallbladder,131678,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2565,392276,0.507195779802799,-0.0665662714022428,,,icd_first_occurrence-131678-both_sexes--
H81 Disorders of vestibular function,131252,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,9553,385288,0.507197522317115,0.0345023450865473,,,icd_first_occurrence-131252-both_sexes--
Mean OD in posterior limb of internal capsule on FA skeleton (right),25410,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.507252045367474,-0.026231287995279,,,continuous-25410-both_sexes--irnt
R15.9 Unspecified other induction of labour,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,186,213427,0.507988731209307,-0.240742373056869,,,categorical-41210-both_sexes-R159-
Eczema/dermatitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,10139,384644,0.508008407402279,0.0329295335587908,,,categorical-20002-both_sexes-1452-
W23.2 Secondary open reduction of fracture of bone and extramedullary fixation HFQ,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,670,394171,0.508089699691563,0.129684192404849,,,categorical-41200-both_sexes-W232-
M23 Internal derangement of knee,131884,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,17339,377502,0.508097122684028,0.0255751736944778,,,icd_first_occurrence-131884-both_sexes--
Mean FA in sagittal stratum on FA skeleton (left),25087,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.509533982836032,0.0258322634019417,,,continuous-25087-both_sexes--irnt
M45.5 Diagnostic endoscopic examination of bladder using rigid cystoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,421,394420,0.509587113047376,-0.163383044948813,,,categorical-41200-both_sexes-M455-
Mean MO in pontine crossing tract on FA skeleton,25153,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.509888223521519,-0.0251887517416085,,,continuous-25153-both_sexes--irnt
Median z-statistic (in group-defined mask) for shapes activation,25042,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,15902,,0.509986775419572,0.0257224974744559,,,continuous-25042-both_sexes--irnt
T27.9 Unspecified repair of other hernia of abdominal wall,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,183,394658,0.510057499839146,0.247696417893275,,,categorical-41200-both_sexes-T279-
W74.2 Reconstruction of intra-articular ligament NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,509,394332,0.510536747666802,-0.149442077814526,,,categorical-41200-both_sexes-W742-
Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),25833,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.510702056876907,-0.023652324506606,,,continuous-25833-both_sexes--irnt
M70.8 Other specified other operations on outlet of male bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,202,181026,0.511174590759011,-0.238027076657252,,,categorical-41200-both_sexes-M708-
WHRadjBMI male custom,WHRadjBMI_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,180540,,0.511353470641149,-0.00749523425896722,,,continuous-WHRadjBMI_male_custom-males--custom
Weighted-mean L1 in tract anterior thalamic radiation (right),25572,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.511486069271679,0.0223896967920251,,,continuous-25572-both_sexes--irnt
Y66.3 Harvest of bone from iliac crest,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,911,393930,0.511937612167736,-0.110699754208853,,,categorical-41210-both_sexes-Y663-
M29.3 Endoscopic removal of tubal prosthesis from ureter,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,325,394516,0.512548012898693,0.186272580894158,,,categorical-41210-both_sexes-M293-
L50 Urticaria,131754,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8618,386223,0.512572015682359,-0.0359609312260215,,,icd_first_occurrence-131754-both_sexes--
E61 Deficiency of other nutrient elements,130784,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,616,394225,0.512800232159423,-0.134601259872416,,,icd_first_occurrence-130784-both_sexes--
Z81.3 Glenohumeral joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,280,394561,0.512964085897336,0.20007378700704,,,categorical-41210-both_sexes-Z813-
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,27402,100595,0.513522367302573,-0.0223357519178547,,,categorical-20544-both_sexes-11-
F10.9 Unspecified simple extraction of tooth,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,250,394591,0.513634269243169,-0.209146950969876,,,categorical-41210-both_sexes-F109-
H43 Disorders of vitreous body,131190,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,7929,386912,0.513693533522221,0.0371850260137352,,,icd_first_occurrence-131190-both_sexes--
I22 Subsequent myocardial infarction,131300,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,713,394128,0.514434162739318,0.12238383108846,,,icd_first_occurrence-131300-both_sexes--
C85.1 Retinopexy using cryotherapy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,650,394191,0.514676493355115,0.129982928171952,,,categorical-41210-both_sexes-C851-
C80.2 Peel of internal limiting membrane,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,577,394264,0.514709736710273,-0.137037993303788,,,categorical-41210-both_sexes-C802-
M45.8 Other specified diagnostic endoscopic examination of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1060,393781,0.514863709254786,0.100564272306804,,,categorical-41200-both_sexes-M458-
Dovobet ointment,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,452,394331,0.514946811200925,-0.156069869859831,,,categorical-20003-both_sexes-1141179992-
W37.3 Revision of total prosthetic replacement of hip joint using cement,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,330,394511,0.515166023321829,0.179161934000201,,,categorical-41200-both_sexes-W373-
D64 Other anaemias,130648,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,16820,378021,0.515360726078904,0.0257845893143739,,,icd_first_occurrence-130648-both_sexes--
T85.8 Other specified block dissection of lymph nodes,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,283,394558,0.515449262328412,-0.196629857689337,,,categorical-41210-both_sexes-T858-
K26.2 Xenograft replacement of aortic valve,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,181,394660,0.515537583748272,0.244480302117775,,,categorical-41210-both_sexes-K262-
M41 Scoliosis,131906,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,2323,392518,0.515771952816469,0.0674836673380277,,,icd_first_occurrence-131906-both_sexes--
Weighted-mean MD in tract acoustic radiation (right),25516,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.515811495472224,0.0253867345832076,,,continuous-25516-both_sexes--irnt
"L97 Ulcer of lower limb, not elsewhere classified",131834,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1669,393172,0.515875544275022,0.0806854921917467,,,icd_first_occurrence-131834-both_sexes--
Renal failure requiring dialysis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,202,394581,0.516735002950886,0.229301830828833,,,categorical-20002-both_sexes-1193-
Etoricoxib,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,342,394441,0.516798316419023,-0.179922849524404,,,categorical-20003-both_sexes-1141180140-
Volume of grey matter in Frontal Operculum Cortex (left),25862,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.517588003199466,0.0227470342241443,,,continuous-25862-both_sexes--irnt
Fertility treatment procedures,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,968,212620,0.518034807319484,0.105775859953865,,,categorical-20004-both_sexes-1475-
Weighted-mean ISOVF in tract forceps minor,25715,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.518316414880085,0.025051030475742,,,continuous-25715-both_sexes--irnt
J40.2 Endoscopic retrograde insertion of tubal prosthesis into bile duct NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,233,394608,0.518660485738114,0.216906794782987,,,categorical-41200-both_sexes-J402-
Lercanidipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,952,393831,0.519017086892794,-0.107630424221555,,,categorical-20003-both_sexes-1141153026-
A84.1 Electroencephalography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,368,394473,0.519068000806949,-0.17165099316724,,,categorical-41200-both_sexes-A841-
Z47.3 Skin of cheek,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4183,390658,0.519433123718624,-0.0506756270472328,,,categorical-41210-both_sexes-Z473-
E05.1 Cauterisation of internal nose,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,162,394679,0.519513910486656,0.258385753442703,,,categorical-41210-both_sexes-E051-
Z54.4 Biceps brachii,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,894,393947,0.519607168816444,0.10931345077072,,,categorical-41210-both_sexes-Z544-
Normacol granules,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,166,394617,0.519739595107309,-0.253408148175415,,,categorical-20003-both_sexes-1140881474-
Weighted-mean L1 in tract acoustic radiation (left),25569,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.520047331167091,-0.0252206133751639,,,continuous-25569-both_sexes--irnt
W85.1 Endoscopic removal of loose body from knee joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,302,394539,0.520096252261606,0.189273062257506,,,categorical-41210-both_sexes-W851-
Y91.2 Megavoltage treatment for simple radiotherapy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,368,394473,0.520104144778497,0.170321605344662,,,categorical-41210-both_sexes-Y912-
Z84.3 Hip joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3663,391178,0.520108788683169,0.0536075452649817,,,categorical-41210-both_sexes-Z843-
E63.1 Diagnostic endoscopic examination of mediastinum and biopsy of lesion of mediastinum,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,162,394679,0.520407840038818,-0.253591580679916,,,categorical-41200-both_sexes-E631-
chronotype 1180 binary,chronotype_1180_binary,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,,131330,221330,0.520958257960032,0.010591709893934,,,categorical-chronotype_1180_binary-both_sexes--custom
M66.2 Endoscopic incision of outlet of male bladder NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,279,180949,0.521015338975853,0.196295530589459,,,categorical-41210-both_sexes-M662-
B36.4 Tattooing of nipple,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,273,213340,0.521093450793385,0.195493880710975,,,categorical-41200-both_sexes-B364-
FH Diabetes custom,FH_Diabetes_custom,categorical,,,,82451,298541,0.521425610427577,-0.012181116422102,,,categorical-FH_Diabetes_custom-both_sexes--custom
Priadel 200mg m/r tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,254,394529,0.521509092192002,-0.205180250240808,,,categorical-20003-both_sexes-1140867504-
U29.5 Adrenal suppression test,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,167,394674,0.521528476519479,-0.252212744810748,,,categorical-41200-both_sexes-U295-
N25 Disorders resulting from impaired renal tubular function,132044,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,160,394681,0.521671423792663,0.256436579927413,,,icd_first_occurrence-132044-both_sexes--
Lecithin product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,207,394576,0.521791226942404,0.226278253307351,,,categorical-20003-both_sexes-1140911640-
K66 Other disorders of peritoneum,131654,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4101,390740,0.522151150578193,-0.0509291139623617,,,icd_first_occurrence-131654-both_sexes--
Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1502,212111,0.522619871496473,0.0844177818700465,,,categorical-41210-both_sexes-Q181-
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,7159,120781,0.523055190306752,-0.0392098449830405,,,categorical-20544-both_sexes-6-
T12.2 Drainage of pleural cavity NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,415,394426,0.523081230947035,-0.158258843405819,,,categorical-41200-both_sexes-T122-
E37.1 Diagnostic microendoscopic examination of larynx and biopsy of lesion of larynx,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,173,394668,0.523189746897272,-0.249722103704946,,,categorical-41200-both_sexes-E371-
Mean L2 in superior longitudinal fasciculus on FA skeleton (right),25288,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.523270715244872,0.0249249079897707,,,continuous-25288-both_sexes--irnt
B97 Viral agents as the cause of diseases classified to other chapters,130340,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,625,394216,0.523661544500806,-0.128617267840873,,,icd_first_occurrence-130340-both_sexes--
urinary tract infection custom,urinary_tract_infection_custom,categorical,,Health-related outcomes > Cardiac/Metabolism,,8338,205275,0.523831493260739,-0.0396905017720417,,,categorical-urinary_tract_infection_custom-females--custom
Mean ICVF in cerebral peduncle on FA skeleton (left),25359,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.523900673368153,0.025447434636062,,,continuous-25359-both_sexes--irnt
appendicularFFMI male custom,appendicularFFMI_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,177683,,0.524035871737207,-0.00824058187205648,,,continuous-appendicularFFMI_male_custom-males--custom
Volume of grey matter in Lingual Gyrus (left),25852,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.524067442793196,-0.0208115929015112,,,continuous-25852-both_sexes--irnt
C82.2 Cryotherapy to lesion of retina,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,301,394540,0.524433523564901,-0.184649088655768,,,categorical-41200-both_sexes-C822-
NAFLD custom,NAFLD_custom,categorical,,Health-related outcomes > Hepatobiliary,,4282,385089,0.524530331408611,-0.0490476378389771,,,categorical-NAFLD_custom-both_sexes--custom
A54 Gonococcal infection,130092,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,203,394638,0.524623263718847,-0.237280025905171,,,icd_first_occurrence-130092-both_sexes--
Mean ISOVF in posterior thalamic radiation on FA skeleton (left),25469,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.525140048501615,-0.024629070229728,,,continuous-25469-both_sexes--irnt
G16.1 Diagnostic fibreoptic endoscopic examination of oesophagus and biopsy of lesion of oesophagus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,230,394611,0.525250451251929,0.211865029412409,,,categorical-41200-both_sexes-G161-
Weighted-mean ISOVF in tract superior thalamic radiation (left),25727,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.525435837293737,-0.0237518487615713,,,continuous-25727-both_sexes--irnt
B32.1 Percutaneous biopsy of lesion of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,477,213136,0.525669391061888,-0.148406901040032,,,categorical-41200-both_sexes-B321-
K05 Gingivitis and periodontal diseases,131562,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1389,393452,0.526284241126001,0.0856962611146732,,,icd_first_occurrence-131562-both_sexes--
Rizatriptan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,300,394483,0.526291778783713,-0.184579223629859,,,categorical-20003-both_sexes-1141167932-
Budesonide+formoterol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,278,394505,0.526813262508456,-0.19302716583818,,,categorical-20003-both_sexes-1141195232-
Ispaghula husk,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,361,394422,0.526993791250951,-0.168414322972318,,,categorical-20003-both_sexes-1140865752-
Rabeprazole sodium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,713,394070,0.52729356709231,-0.120261763508894,,,categorical-20003-both_sexes-1141168584-
M72 Fibroblastic disorders,131950,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,19073,375768,0.527770636345461,0.0234501279514075,,,icd_first_occurrence-131950-both_sexes--
Z50.3 Skin of finger,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3900,390941,0.527844687441679,0.0515253385620166,,,categorical-41210-both_sexes-Z503-
C62 Malignant neoplasm of testis,C62,icd10,,Chapter II Neoplasms | C60-C63 Malignant neoplasms of male genital organs | C62 Malignant neoplasm of testis,,258,180970,0.528060983416258,0.201481663245333,,,icd10-C62-both_sexes--
Z28.6 Sigmoid colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,15915,378926,0.528084419681254,0.0257643591888492,,,categorical-41210-both_sexes-Z286-
K74 Fibrosis and cirrhosis of liver,131666,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1405,393436,0.528333216549295,-0.0848959705446905,,,icd_first_occurrence-131666-both_sexes--
Sinus surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1347,393436,0.528396336831671,-0.0872590015183903,,,categorical-20004-both_sexes-1558-
Tonsillectomy +/- adenoids,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,61417,333366,0.528577548101426,-0.0134867513781573,,,categorical-20004-both_sexes-1478-
Y07.1 Ligation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,198,394643,0.52863295588387,-0.227368939911986,,,categorical-41210-both_sexes-Y071-
Weighted-mean FA in tract posterior thalamic radiation (right),25508,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.528774482520306,0.0245959338698258,,,continuous-25508-both_sexes--irnt
Volume of hippocampus (right),25020,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,18180,,0.528909228165448,-0.0222365707172877,,,continuous-25020-both_sexes--irnt
Weighted-mean OD in tract medial lemniscus (right),25695,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.529075212776541,-0.0244778464070089,,,continuous-25695-both_sexes--irnt
Fracture skull / head,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,271,394512,0.529324639519864,-0.191640400957247,,,categorical-20002-both_sexes-1626-
L99.7 Percutaneous transluminal peripheral insertion of central catheter,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,565,394276,0.529534472676403,0.132749971629663,,,categorical-41210-both_sexes-L997-
Neoclarityn 5mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,448,394335,0.529557581239579,0.152029652439598,,,categorical-20003-both_sexes-1141172928-
Mean L3 in retrolenticular part of internal capsule on FA skeleton (left),25317,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.529563798733615,-0.0244711031910748,,,continuous-25317-both_sexes--irnt
E03.1 Submucous excision of septum of nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,587,394254,0.52962805944832,0.131979019287582,,,categorical-41200-both_sexes-E031-
H20.6 Fibreoptic endoscopic resection of lesion of colon NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,251,394590,0.52966119041866,-0.202423064389178,,,categorical-41210-both_sexes-H206-
Nebivolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,309,394474,0.529850702981352,-0.182533501768074,,,categorical-20003-both_sexes-1141164276-
Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left),25451,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.53019197546015,-0.0234572704078948,,,continuous-25451-both_sexes--irnt
X90.4 Intravenous nutrition Band 1,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,160,394681,0.530423969853661,0.249471232980285,,,categorical-41210-both_sexes-X904-
G45.2 Fibreoptic endoscopic ultrasound examination of upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,461,394380,0.530457236988799,-0.147377803661621,,,categorical-41200-both_sexes-G452-
Z07.1 Spinal nerve root of cervical spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,367,394474,0.530509693414345,0.165765468011723,,,categorical-41210-both_sexes-Z071-
easy wakeup 1170 quant,easy_wakeup_1170_quant,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,,391222,,0.531415050377539,-0.00492968170491083,,,continuous-easy_wakeup_1170_quant-both_sexes--custom
L85.2 Ligation of short saphenous vein,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,526,394315,0.531702732960853,-0.138782754041666,,,categorical-41200-both_sexes-L852-
H71 Cholesteatoma of middle ear,131240,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,528,394313,0.532162200817593,-0.138149696473978,,,icd_first_occurrence-131240-both_sexes--
A84.7 Sleep studies NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,851,393990,0.532520613384117,0.110686974471143,,,categorical-41200-both_sexes-A847-
Fracture fibula,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,408,394375,0.532959663174462,-0.15509776562233,,,categorical-20002-both_sexes-1653-
X35.2 Intravenous chemotherapy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3417,391424,0.533201896695949,0.0543876948909926,,,categorical-41200-both_sexes-X352-
