nodes,in_gwas_catalog,alc_val,ALC_TRAIT,SMOK_TRAIT,SUD_TRAIT,NEUROPSYCH_TRAIT,HGNC Symbol,Approved name,family,GeneSet,adjP,N_Geneset,Heart_Atrial_Appendage,Heart_Left_Ventricle,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Colon_Transverse,Esophagus_Mucosa,Liver,Minor_Salivary_Gland,Pancreas,Small_Intestine_Terminal_Ileum,Stomach,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Adrenal_Gland,Cells_Cultured_fibroblasts,Muscle_Skeletal,Whole_Blood,Bladder,Kidney_Cortex,genebass_phewas
SLC5A6,TRUE,FALSE,,,,,SLC5A6,solute carrier family 35 member A2,Solute Carrier family,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 5.23e-05, 0.000201512, 0.000130212, 2.19e-13]",10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"['direct bilirubin', 'total bilirubin', 'triglycerides', 'treatment/medication code', 'mean carotid imt (intima-medial thickness) at 210 degrees ', 'minimum carotid imt (intima-medial thickness) at 240 degrees ', 'mean carotid imt (intima-medial thickness) at 240 degrees ', 'direct bilirubin', 'total bilirubin', 'triglycerides', 'operation code', 'operation code', 'operation code', 'operative procedures - secondary opcs4']"
SMG1,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 1.51e-05, 0.000130212, 2.19e-13]",23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"['operative procedures - secondary opcs4', 'current tobacco smoking', 'exposure to tobacco smoke at home', '', 'alcohol intake in grams per day', 'date e11 first reported (non-insulin-dependent diabetes mellitus)', 'date e14 first reported (unspecified diabetes mellitus)', 'date e66 first reported (obesity)', 'date f81 first reported (specific developmental disorders of scholastic skills)', 'date h36 first reported (retinal disorders in diseases classified elsewhere)', 'operative procedures - secondary opcs4']"
SND1,TRUE,TRUE,"{'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643258)'}",{'smoking initiation: smoking initiation (PMID: 36477530)'},,"{'attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement: externalizing behaviour (multivariate analysis) (PMID: 34446935)', 'schizophrenia: schizophrenia (PMID: 35396580)', 'risk-taking behaviour: risk-taking behavior (multivariate analysis) (PMID: 36324656)', 'cognitive function measurement: cognitive performance (PMID: 30038396)', 'intelligence: general cognitive ability (PMID: 29844566)', 'risk-taking behaviour: adventurousness (PMID: 30643258)', 'cognitive function measurement, self reported educational attainment: cognitive aspects of educational attainment (PMID: 33414549)', 'attention deficit hyperactivity disorder, autism spectrum disorder, intelligence: attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy) (PMID: 35764056)', 'risky sexual behaviour measurement: number of sexual partners (PMID: 30643258)', 'risk-taking behaviour: general risk tolerance (mtag) (PMID: 30643258)', 'worry measurement: feeling worry (PMID: 29500382)', 'risk-taking behaviour: risk-taking tendency (4-domain principal component model) (PMID: 30643258)', 'cognitive function measurement: cognitive performance (mtag) (PMID: 30038396)'}",SND1,staphylococcal nuclease and tudor domain containing 1,,"['Heart_Left_Ventricle', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Hippocampus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Muscle_Skeletal', 'Whole_Blood']","[1.71e-06, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.000201512, 0.008042111, 7.29e-09, 1.48e-05, 1.51e-05, 0.000130212]",11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"['operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'date f22 first reported (persistent delusional disorders)']"
SNRPC,TRUE,FALSE,,{'smoking initiation: smoking initiation (PMID: 36477530)'},,,SNRPC,small nuclear ribonucleoprotein polypeptide C,,['Whole_Blood'],[0.000130212],1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"['non-cancer illness code, self-reported', 'non-cancer illness code, self-reported', 'treatment/medication code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date f48 first reported (other neurotic disorders)', 'non-cancer illness code, self-reported', 'non-cancer illness code, self-reported', 'treatment/medication code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date f48 first reported (other neurotic disorders)', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4']"
SNTB1,TRUE,TRUE,"{'alcohol consumption measurement, high density lipoprotein cholesterol measurement: hdl cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) (PMID: 30698716)', 'alcohol drinking, high density lipoprotein cholesterol measurement: hdl cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) (PMID: 30698716)'}",,{'opioid use measurement: opioid use cessation (PMID: 31936517)'},"{'mental or behavioural disorder: bipolar disorder and schizophrenia (PMID: 20889312)', 'antipsychotic drug use measurement: antipsychotic drug dosage in schizophrenia or schizoaffective disorder (PMID: 26821981)', 'response to ketamine: response to esketamine in treatment resistant depression (PMID: 32724131)', 'response to ketamine: response to esketamine (responder status) in treatment resistant depression (PMID: 32724131)'}",,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Colon_Transverse', 'Esophagus_Mucosa', 'Liver', 'Minor_Salivary_Gland', 'Small_Intestine_Terminal_Ileum', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Muscle_Skeletal', 'Whole_Blood', 'Bladder']","[9.75e-06, 1.71e-06, 0.010612249, 0.01517091, 2.02e-14, 0.008161939, 0.000166514, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 1.51e-05, 0.000130212, 0.019506718]",24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"['treatment/medication code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'treatment/medication code', 'operative procedures - main opcs4']"
SPAG8,TRUE,FALSE,,,,,SPAG8,sperm associated antigen 8,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Minor_Salivary_Gland', 'Pancreas', 'Stomach', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Cells_Cultured_fibroblasts']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.010612249, 0.008161939, 3.45e-08, 0.000264488, 0.000927226, 5.23e-05, 0.000201512, 0.004523032, 0.014497681]",13,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"['non-cancer illness code, self-reported', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date a07 first reported (other protozoal intestinal diseases)', 'non-cancer illness code, self-reported', 'treatment/medication code', 'non-cancer illness code, self-reported', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date a07 first reported (other protozoal intestinal diseases)', 'operative procedures - secondary opcs4']"
SPTBN1,TRUE,TRUE,{'alcohol consumption measurement: drinks per week (PMID: 36477530)'},,,{'response to risperidone: response to risperidone in schizophrenia (PMID: 35484098)'},,,,"['Pancreas', 'Muscle_Skeletal', 'Whole_Blood']","[3.45e-08, 1.51e-05, 0.000130212]",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"['exposure to tobacco smoke at home', 'operation code']"
SRXN1,TRUE,FALSE,,,,"{'attention deficit hyperactivity disorder, unipolar depression, bipolar disorder, autism spectrum disorder, schizophrenia: autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined) (PMID: 23453885)'}",,,,"['Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Pancreas', 'Brain_Amygdala', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts']","[0.000559154, 0.007854812, 0.01517091, 3.45e-08, 6.3e-06, 0.000201512, 7.29e-09, 0.008067638, 0.007778759, 0.014497681]",10,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"['treatment/medication code', 'date l02 first reported (cutaneous abscess, furuncle and carbuncle)', 'treatment/medication code', 'treatment/medication code', 'date l02 first reported (cutaneous abscess, furuncle and carbuncle)', 'treatment/medication code']"
STAM2,TRUE,FALSE,,{'smoking status measurement: smoking initiation (ever regular vs never regular) (mtag) (PMID: 30643251)'},,{'intelligence: general cognitive ability (PMID: 29844566)'},,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 1.48e-05, 0.014497681, 1.51e-05, 0.000130212]",17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"['operative procedures - main opcs4', 'non-cancer illness code, self-reported', 'diabetes diagnosed by doctor', 'type 2 diabetes (t2d)', 'date e14 first reported (unspecified diabetes mellitus)', 'operative procedures - main opcs4', 'red blood cell (erythrocyte) count', 'diastolic blood pressure adjusted for body mass index (dbpadjbmi)']"
STT3A,TRUE,FALSE,,,,"{'schizophrenia: schizophrenia (PMID: 21926974)', 'attention deficit hyperactivity disorder, unipolar depression, bipolar disorder, autism spectrum disorder, schizophrenia: autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined) (PMID: 23453885)'}",STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A,,"['Heart_Left_Ventricle', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[1.71e-06, 6.3e-06, 0.00480754, 0.000927226, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 0.000130212, 2.19e-13]",17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"['operative procedures - secondary opcs4', 'weighted-mean mo in tract forceps minor', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'weighted-mean mo in tract forceps minor', 'operative procedures - secondary opcs4']"
SULT1A1,TRUE,TRUE,"{'alcohol consumption measurement: alcohol frequency weekly (standard gwa) (PMID: 37106081)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)'}",,,"{'intelligence: general cognitive ability (PMID: 29844566)', 'risk-taking behaviour: risk-taking tendency (4-domain principal component model) (PMID: 30643258)', 'tonsillectomy risk measurement: tonsillectomy (PMID: 28928442)'}",SULT1A1,sulfotransferase family 1A member 1,Sulfotransferase 1 family,"['Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Esophagus_Mucosa', 'Liver', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood']","[1.71e-06, 0.000559154, 0.007854812, 0.010612249, 0.01517091, 2.02e-14, 3.45e-08, 0.000166514, 0.009738567, 5.23e-05, 0.007778759, 0.014497681, 1.51e-05, 0.000130212]",14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"['shbg', 'sitting height female', 'operative procedures - secondary opcs4', 'vitamin e', 'date k13 first reported (other diseases of lip and oral mucosa)', 'date k41 first reported (femoral hernia)', 'shbg', 'sitting height female', 'operative procedures - main opcs4']"
SULT1A2,TRUE,FALSE,,,,"{'attention deficit hyperactivity disorder, substance abuse, antisocial behaviour measurement: externalizing behaviour (multivariate analysis) (PMID: 34446935)', 'risk-taking behaviour: risk-taking behavior (multivariate analysis) (PMID: 36324656)'}",SULT1A2,sulfotransferase family 1A member 2,Sulfotransferase 1 family,"['Colon_Transverse', 'Liver', 'Minor_Salivary_Gland', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Stomach', 'Brain_Amygdala', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Spinal_cord_cervical_c-1']","[0.010612249, 2.02e-14, 0.008161939, 3.45e-08, 0.000166514, 0.000264488, 6.3e-06, 0.009738567, 5.23e-05, 0.000201512, 0.004523032, 0.008067638]",12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['glycated haemoglobin (hba1c)', 'weighted-mean mo in tract superior longitudinal fasciculus (right)', 'glycated haemoglobin (hba1c)', 'treatment/medication code', 'glycated haemoglobin (hba1c)']"
SYNJ2,TRUE,FALSE,,,{'drug dependence: cannabis use (initiation) (PMID: 22823124)'},,,,,"['Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Liver', 'Minor_Salivary_Gland', 'Pancreas', 'Brain_Amygdala', 'Brain_Cerebellar_Hemisphere', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Muscle_Skeletal', 'Whole_Blood', 'Bladder', 'Kidney_Cortex']","[1.71e-06, 0.000559154, 2.02e-14, 0.008161939, 3.45e-08, 6.3e-06, 0.009738567, 0.014299599, 0.000201512, 0.004523032, 0.008067638, 1.48e-05, 1.51e-05, 0.000130212, 0.019506718, 2.19e-13]",16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"['treatment/medication code', 'prospective memory result', 'frequency of memory loss due to drinking alcohol in last year', 'date g97 first reported (postprocedural disorders of nervous system, not elsewhere classified)', 'date k76 first reported (other diseases of liver)', 'date q82 first reported (other congenital malformations of skin)', 'testosterone', 'treatment/medication code', 'prospective memory result', 'frequency of memory loss due to drinking alcohol in last year', 'date g97 first reported (postprocedural disorders of nervous system, not elsewhere classified)', 'date k76 first reported (other diseases of liver)', 'date q82 first reported (other congenital malformations of skin)', 'operative procedures - secondary opcs4']"
TANC2,TRUE,TRUE,"{'childhood trauma measurement, alcohol consumption measurement: alcohol consumption x traumatic event in childhood (felt hated by family member) interaction (PMID: 34417442)'}",,,"{'cognitive function measurement: cognitive performance (PMID: 30038396)', 'cognitive function measurement, self reported educational attainment: cognitive aspects of educational attainment (PMID: 33414549)'}",TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Colon_Transverse', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Stomach', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Nucleus_accumbens_basal_ganglia', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.010612249, 3.45e-08, 0.000166514, 0.000264488, 0.000927226, 0.018007353, 0.014299599, 0.008042111, 0.007778759, 0.014497681, 1.51e-05, 0.000130212, 2.19e-13]",15,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"['operation code', 'volume of grey matter in thalamus (left)', 'recent feelings of inadequacy', 'recent feelings of depression', 'recent lack of interest or pleasure in doing things', 'peak expiratory flow (pef)', 'operation code', 'volume of grey matter in thalamus (left)', 'date i98 first reported (other disorders of circulatory system in diseases classified elsewhere)']"
TELO2,TRUE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Muscle_Skeletal', 'Whole_Blood']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 1.51e-05, 0.000130212]",18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"['treatment/medication code', 'treatment/medication code', 'c92 myeloid leukaemia', 'date o71 first reported (other obstetric trauma)', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'arm fat-free mass (left)', 'date m71 first reported (other bursopathies)', 'treatment/medication code', 'treatment/medication code', 'c92 myeloid leukaemia', 'date o71 first reported (other obstetric trauma)', 'treatment/medication code', 'alopecia', 'mean mo in cerebral peduncle on fa skeleton (left)']"
TENT2,TRUE,FALSE,,,,{'attention function measurement: cognitive performance (attention) (longitudinal) (PMID: 37089073)'},TENT2,terminal nucleotidyltransferase 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['treatment/medication code', 'mean isovf in anterior limb of internal capsule on fa skeleton (right)', 'mean od in cerebral peduncle on fa skeleton (right)', 'treatment/medication code', 'mean isovf in anterior limb of internal capsule on fa skeleton (right)', 'apolipoprotein a']"
TESMIN,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['total bilirubin', 'operative procedures - main opcs4', 'forced vital capacity (fvc), best measure', 'date j35 first reported (chronic diseases of tonsils and adenoids)', 'total bilirubin']"
TGFB2,TRUE,FALSE,,"{'smoking behavior, bmi-adjusted waist circumference: waist circumference adjusted for bmi (adjusted for smoking behaviour) (PMID: 28443625)', 'bmi-adjusted waist circumference: waist circumference adjusted for bmi in non-smokers (PMID: 28443625)', 'smoking behavior, bmi-adjusted waist circumference: waist circumference adjusted for bmi (joint analysis main effects and smoking interaction) (PMID: 28443625)'}",,"{'alzheimer disease, age at onset: alzheimer disease and age of onset (PMID: 26830138)'}",,,,"['Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Minor_Salivary_Gland', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Stomach', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Frontal_Cortex_BA9', 'Brain_Substantia_nigra', 'Kidney_Cortex']","[1.71e-06, 0.000559154, 0.008161939, 3.45e-08, 0.000166514, 0.000264488, 0.009738567, 5.23e-05, 0.014299599, 1.48e-05, 2.19e-13]",11,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"['forced vital capacity (fvc), best measure', 'mean platelet (thrombocyte) volume', 'forced vital capacity (fvc)', 'igf-1', 'body fat percentage adjusted for body mass index (bfpadjbmi) male', '', 'hand grip strength male', 'date f44 first reported (dissociative [conversion] disorders)', 'operative procedures - secondary opcs4', 'forced vital capacity (fvc), best measure', 'mean platelet (thrombocyte) volume', 'forced vital capacity (fvc)', 'igf-1', 'body fat percentage adjusted for body mass index (bfpadjbmi) male', '', 'hand grip strength male', 'operation code']"
